Region,City,City county
Sremski okrug,Sremska Mitrovica,Divoš
Sremski okrug,Sremska Mitrovica,Zasavica I
Sremski okrug,Sremska Mitrovica,Zasavica II
Sremski okrug,Sremska Mitrovica,Jarak
Sremski okrug,Sremska Mitrovica,Kuzmin
Sremski okrug,Sremska Mitrovica,Laćarak
Sremski okrug,Sremska Mitrovica,Ležimir
Sremski okrug,Sremska Mitrovica,Manđelos
Sremski okrug,Sremska Mitrovica,Martinci
Sremski okrug,Sremska Mitrovica,Mačvanska Mitrovica
Sremski okrug,Sremska Mitrovica,Noćaj
Sremski okrug,Sremska Mitrovica,Ravnje
Sremski okrug,Sremska Mitrovica,Radenković
Sremski okrug,Sremska Mitrovica,Salaš Noćajski
Sremski okrug,Sremska Mitrovica,Sremska Mitrovica
Sremski okrug,Sremska Mitrovica,Sremska Rača
Sremski okrug,Sremska Mitrovica,Stara Bingula
Sremski okrug,Sremska Mitrovica,Čalma
Sremski okrug,Sremska Mitrovica,Šašinci
Sremski okrug,Sremska Mitrovica,Šišatovac
Sremski okrug,Sremska Mitrovica,Šuljan
Sremski okrug,Stara Pazova,Belegiš
Sremski okrug,Stara Pazova,Vojka
Sremski okrug,Stara Pazova,Golubinci
Sremski okrug,Stara Pazova,Krnješevci
Sremski okrug,Stara Pazova,Nova Pazova
Sremski okrug,Stara Pazova,Novi Banovci
Sremski okrug,Stara Pazova,Stara Pazova
Sremski okrug,Stara Pazova,Stari Banovci
Sremski okrug,Stara Pazova,Surduk
Sremski okrug,Šid,Adaševci
Sremski okrug,Šid,Batrovci
Sremski okrug,Šid,Bačinci
Sremski okrug,Šid,Berkasovo
Sremski okrug,Šid,Bikić Do
Sremski okrug,Šid,Bingula
Sremski okrug,Šid,Vašica
Sremski okrug,Šid,Višnjićevo
Sremski okrug,Šid,Gibarac
Sremski okrug,Šid,Erdevik
Sremski okrug,Šid,Ilinci
Sremski okrug,Šid,Jamena
Sremski okrug,Šid,Kukujevci
Sremski okrug,Šid,Ljuba
Sremski okrug,Šid,Molovin
Sremski okrug,Šid,Morović
Sremski okrug,Šid,Privina Glava
Sremski okrug,Šid,Sot
Sremski okrug,Šid,Šid
 Mačvanski okrug,Bogatić,Badovinci
 Mačvanski okrug,Bogatić,Banovo Polje
 Mačvanski okrug,Bogatić,Belotić
 Mačvanski okrug,Bogatić,Bogatić
 Mačvanski okrug,Bogatić,Glogovac
 Mačvanski okrug,Bogatić,Glušci
 Mačvanski okrug,Bogatić,Dublje
 Mačvanski okrug,Bogatić,Klenje
 Mačvanski okrug,Bogatić,Metković
 Mačvanski okrug,Bogatić,Očage
 Mačvanski okrug,Bogatić,Salaš Crnobarski
 Mačvanski okrug,Bogatić,Sovljak
 Mačvanski okrug,Bogatić,Uzveće
 Mačvanski okrug,Bogatić,Crna Bara
 Mačvanski okrug,Vladimirci,Belotić
 Mačvanski okrug,Vladimirci,Beljin
 Mačvanski okrug,Vladimirci,Bobovik
 Mačvanski okrug,Vladimirci,Vladimirci
 Mačvanski okrug,Vladimirci,Vlasenica
 Mačvanski okrug,Vladimirci,Vukošić
 Mačvanski okrug,Vladimirci,Vučevica
 Mačvanski okrug,Vladimirci,Debrc
 Mačvanski okrug,Vladimirci,Dragojevac
 Mačvanski okrug,Vladimirci,Zvezd
 Mačvanski okrug,Vladimirci,Jazovnik
 Mačvanski okrug,Vladimirci,Jalovik
 Mačvanski okrug,Vladimirci,Kaona
 Mačvanski okrug,Vladimirci,Kozarica
 Mačvanski okrug,Vladimirci,Krnić
 Mačvanski okrug,Vladimirci,Krnule
 Mačvanski okrug,Vladimirci,Kujavica
 Mačvanski okrug,Vladimirci,Lojanice
 Mačvanski okrug,Vladimirci,Matijevac
 Mačvanski okrug,Vladimirci,Mesarci
 Mačvanski okrug,Vladimirci,Mehovine
 Mačvanski okrug,Vladimirci,Mrovska
 Mačvanski okrug,Vladimirci,Novo Selo
 Mačvanski okrug,Vladimirci,Pejinović
 Mačvanski okrug,Vladimirci,Provo
 Mačvanski okrug,Vladimirci,Riđake
 Mačvanski okrug,Vladimirci,Skupljen
 Mačvanski okrug,Vladimirci,Suvo Selo
 Mačvanski okrug,Vladimirci,Trbušac
 Mačvanski okrug,Koceljeva,Batalage
 Mačvanski okrug,Koceljeva,Brdarica
 Mačvanski okrug,Koceljeva,Bresnica
 Mačvanski okrug,Koceljeva,Galović
 Mačvanski okrug,Koceljeva,Goločelo
 Mačvanski okrug,Koceljeva,Gradojević
 Mačvanski okrug,Koceljeva,Donje Crniljevo
 Mačvanski okrug,Koceljeva,Draginje
 Mačvanski okrug,Koceljeva,Družetić
 Mačvanski okrug,Koceljeva,Zukve
 Mačvanski okrug,Koceljeva,Kamenica
 Mačvanski okrug,Koceljeva,Koceljeva
 Mačvanski okrug,Koceljeva,Ljutice
 Mačvanski okrug,Koceljeva,Mali Bošnjak
 Mačvanski okrug,Koceljeva,Svileuva
 Mačvanski okrug,Koceljeva,Subotica
 Mačvanski okrug,Koceljeva,Ćukovine
 Mačvanski okrug,Krupanj,Banjevac
 Mačvanski okrug,Krupanj,Bela Crkva
 Mačvanski okrug,Krupanj,Bogoštica
 Mačvanski okrug,Krupanj,Brezovice
 Mačvanski okrug,Krupanj,Brštica
 Mačvanski okrug,Krupanj,Vrbić
 Mačvanski okrug,Krupanj,Dvorska
 Mačvanski okrug,Krupanj,Zavlaka
 Mačvanski okrug,Krupanj,Kostajnik
 Mačvanski okrug,Krupanj,Krasava
 Mačvanski okrug,Krupanj,Kržava
 Mačvanski okrug,Krupanj,Krupanj
 Mačvanski okrug,Krupanj,Likodra
 Mačvanski okrug,Krupanj,Lipenović
 Mačvanski okrug,Krupanj,Mojković
 Mačvanski okrug,Krupanj,Planina
 Mačvanski okrug,Krupanj,Ravnaja
 Mačvanski okrug,Krupanj,Stave
 Mačvanski okrug,Krupanj,Tolisavac
 Mačvanski okrug,Krupanj,Tomanj
 Mačvanski okrug,Krupanj,Cvetulja
 Mačvanski okrug,Krupanj,Cerova
 Mačvanski okrug,Krupanj,Šljivova
 Mačvanski okrug,Loznica,Banja Koviljača
 Mačvanski okrug,Loznica,Baščeluci
 Mačvanski okrug,Loznica,Bradić
 Mačvanski okrug,Loznica,Brezjak
 Mačvanski okrug,Loznica,Brnjac
 Mačvanski okrug,Loznica,Veliko Selo
 Mačvanski okrug,Loznica,Voćnjak
 Mačvanski okrug,Loznica,Gornja Badanja
 Mačvanski okrug,Loznica,Gornja Borina
 Mačvanski okrug,Loznica,Gornja Koviljača
 Mačvanski okrug,Loznica,Gornja Sipulja
 Mačvanski okrug,Loznica,Gornje Nedeljice
 Mačvanski okrug,Loznica,Gornji Dobrić
 Mačvanski okrug,Loznica,Grnčara
 Mačvanski okrug,Loznica,Donja Badanja
 Mačvanski okrug,Loznica,Donja Sipulja
 Mačvanski okrug,Loznica,Donje Nedeljice
 Mačvanski okrug,Loznica,Donji Dobrić
 Mačvanski okrug,Loznica,Draginac
 Mačvanski okrug,Loznica,Zajača
 Mačvanski okrug,Loznica,Jadranska Lešnica
 Mačvanski okrug,Loznica,Jarebice
 Mačvanski okrug,Loznica,Jelav
 Mačvanski okrug,Loznica,Joševa
 Mačvanski okrug,Loznica,Jugovići
 Mačvanski okrug,Loznica,Kamenica
 Mačvanski okrug,Loznica,Klupci
 Mačvanski okrug,Loznica,Kozjak
 Mačvanski okrug,Loznica,Korenita
 Mačvanski okrug,Loznica,Krajišnici
 Mačvanski okrug,Loznica,Lešnica
 Mačvanski okrug,Loznica,Lipnica
 Mačvanski okrug,Loznica,Lipnički Šor
 Mačvanski okrug,Loznica,Loznica
 Mačvanski okrug,Loznica,Lozničko Polje
 Mačvanski okrug,Loznica,Milina
 Mačvanski okrug,Loznica,Novo Selo
 Mačvanski okrug,Loznica,Paskovac
 Mačvanski okrug,Loznica,Ploča
 Mačvanski okrug,Loznica,Pomijača
 Mačvanski okrug,Loznica,Ribarice
 Mačvanski okrug,Loznica,Runjani
 Mačvanski okrug,Loznica,Simino Brdo
 Mačvanski okrug,Loznica,Slatina
 Mačvanski okrug,Loznica,Straža
 Mačvanski okrug,Loznica,Stupnica
 Mačvanski okrug,Loznica,Tekeriš
 Mačvanski okrug,Loznica,Trbosilje
 Mačvanski okrug,Loznica,Trbušnica
 Mačvanski okrug,Loznica,Tršić
 Mačvanski okrug,Loznica,Filipovići
 Mačvanski okrug,Loznica,Cikote
 Mačvanski okrug,Loznica,Čokešina
 Mačvanski okrug,Loznica,Šurice
 Mačvanski okrug,Ljubovija,Berlovine
 Mačvanski okrug,Ljubovija,Vrhpolje
 Mačvanski okrug,Ljubovija,Gornja Ljuboviđa
 Mačvanski okrug,Ljubovija,Gornja Orovica
 Mačvanski okrug,Ljubovija,Gornja Trešnjica
 Mačvanski okrug,Ljubovija,Gornje Košlje
 Mačvanski okrug,Ljubovija,Gračanica
 Mačvanski okrug,Ljubovija,Grčić
 Mačvanski okrug,Ljubovija,Donja Ljuboviđa
 Mačvanski okrug,Ljubovija,Donja Orovica
 Mačvanski okrug,Ljubovija,Drlače
 Mačvanski okrug,Ljubovija,Duboko
 Mačvanski okrug,Ljubovija,Leović
 Mačvanski okrug,Ljubovija,Lonjin
 Mačvanski okrug,Ljubovija,Ljubovija
 Mačvanski okrug,Ljubovija,Orovička Planina
 Mačvanski okrug,Ljubovija,Podnemić
 Mačvanski okrug,Ljubovija,Postenje
 Mačvanski okrug,Ljubovija,Rujevac
 Mačvanski okrug,Ljubovija,Savković
 Mačvanski okrug,Ljubovija,Selenac
 Mačvanski okrug,Ljubovija,Sokolac
 Mačvanski okrug,Ljubovija,Tornik
 Mačvanski okrug,Ljubovija,Uzovnica
 Mačvanski okrug,Ljubovija,Caparić
 Mačvanski okrug,Ljubovija,Crnča
 Mačvanski okrug,Ljubovija,Čitluk
 Mačvanski okrug,Mali Zvornik,Amajić
 Mačvanski okrug,Mali Zvornik,Brasina
 Mačvanski okrug,Mali Zvornik,Budišić
 Mačvanski okrug,Mali Zvornik,Velika Reka
 Mačvanski okrug,Mali Zvornik,Voljevci
 Mačvanski okrug,Mali Zvornik,Donja Borina
 Mačvanski okrug,Mali Zvornik,Donja Trešnjica
 Mačvanski okrug,Mali Zvornik,Mali Zvornik
 Mačvanski okrug,Mali Zvornik,Radalj
 Mačvanski okrug,Mali Zvornik,Sakar
 Mačvanski okrug,Mali Zvornik,Culine
 Mačvanski okrug,Mali Zvornik,Čitluk
 Mačvanski okrug,Šabac,Bela Reka
 Mačvanski okrug,Šabac,Bogosavac
 Mačvanski okrug,Šabac,Bojić
 Mačvanski okrug,Šabac,Bukor
 Mačvanski okrug,Šabac,Varna
 Mačvanski okrug,Šabac,Volujac
 Mačvanski okrug,Šabac,Gornja Vranjska
 Mačvanski okrug,Šabac,Grušić
 Mačvanski okrug,Šabac,Dvorište
 Mačvanski okrug,Šabac,Desić
 Mačvanski okrug,Šabac,Dobrić
 Mačvanski okrug,Šabac,Drenovac
 Mačvanski okrug,Šabac,Duvanište
 Mačvanski okrug,Šabac,Žabar
 Mačvanski okrug,Šabac,Zablaće
 Mačvanski okrug,Šabac,Zminjak
 Mačvanski okrug,Šabac,Jevremovac
 Mačvanski okrug,Šabac,Jelenča
 Mačvanski okrug,Šabac,Korman
 Mačvanski okrug,Šabac,Krivaja
 Mačvanski okrug,Šabac,Lipolist
 Mačvanski okrug,Šabac,Majur
 Mačvanski okrug,Šabac,Mala Vranjska
 Mačvanski okrug,Šabac,Maovi
 Mačvanski okrug,Šabac,Mačvanski Pričinović
 Mačvanski okrug,Šabac,Metlić
 Mačvanski okrug,Šabac,Miloševac
 Mačvanski okrug,Šabac,Miokus
 Mačvanski okrug,Šabac,Mišar
 Mačvanski okrug,Šabac,Mrđenovac
 Mačvanski okrug,Šabac,Nakučani
 Mačvanski okrug,Šabac,Orašac
 Mačvanski okrug,Šabac,Orid
 Mačvanski okrug,Šabac,Petkovica
 Mačvanski okrug,Šabac,Petlovača
 Mačvanski okrug,Šabac,Pocerski Metković
 Mačvanski okrug,Šabac,Pocerski Pričinović
 Mačvanski okrug,Šabac,Predvorica
 Mačvanski okrug,Šabac,Prnjavor
 Mačvanski okrug,Šabac,Radovašnica
 Mačvanski okrug,Šabac,Ribari
 Mačvanski okrug,Šabac,Rumska
 Mačvanski okrug,Šabac,Sinošević
 Mačvanski okrug,Šabac,Skrađani
 Mačvanski okrug,Šabac,Slatina
 Mačvanski okrug,Šabac,Slepčević
 Mačvanski okrug,Šabac,Tabanović
 Mačvanski okrug,Šabac,Cerovac
 Mačvanski okrug,Šabac,Culjković
 Mačvanski okrug,Šabac,Šabac
 Mačvanski okrug,Šabac,Ševarice
 Mačvanski okrug,Šabac,Štitar
Kolubarski okrug,Valjevo,Babina Luka
Kolubarski okrug,Valjevo,Balinović
Kolubarski okrug,Valjevo,Bačevci
Kolubarski okrug,Valjevo,Belić
Kolubarski okrug,Valjevo,Beloševac
Kolubarski okrug,Valjevo,Beomužević
Kolubarski okrug,Valjevo,Blizonje
Kolubarski okrug,Valjevo,Bobova
Kolubarski okrug,Valjevo,Bogatić
Kolubarski okrug,Valjevo,Brangović
Kolubarski okrug,Valjevo,Brankovina
Kolubarski okrug,Valjevo,Brezovice
Kolubarski okrug,Valjevo,Bujačić
Kolubarski okrug,Valjevo,Valjevo
Kolubarski okrug,Valjevo,Veselinovac
Kolubarski okrug,Valjevo,Vlaščić
Kolubarski okrug,Valjevo,Vragočanica
Kolubarski okrug,Valjevo,Vujinovača
Kolubarski okrug,Valjevo,Gola Glava
Kolubarski okrug,Valjevo,Gorić
Kolubarski okrug,Valjevo,Gornja Bukovica
Kolubarski okrug,Valjevo,Gornja Grabovica
Kolubarski okrug,Valjevo,Gornje Leskovice
Kolubarski okrug,Valjevo,Degurić
Kolubarski okrug,Valjevo,Divci
Kolubarski okrug,Valjevo,Divčibare
Kolubarski okrug,Valjevo,Donja Bukovica
Kolubarski okrug,Valjevo,Donje Leskovice
Kolubarski okrug,Valjevo,Dračić
Kolubarski okrug,Valjevo,Dupljaj
Kolubarski okrug,Valjevo,Žabari
Kolubarski okrug,Valjevo,Zabrdica
Kolubarski okrug,Valjevo,Zarube
Kolubarski okrug,Valjevo,Zlatarić
Kolubarski okrug,Valjevo,Jazovik
Kolubarski okrug,Valjevo,Jasenica
Kolubarski okrug,Valjevo,Jovanja
Kolubarski okrug,Valjevo,Joševa
Kolubarski okrug,Valjevo,Kamenica
Kolubarski okrug,Valjevo,Klanica
Kolubarski okrug,Valjevo,Klinci
Kolubarski okrug,Valjevo,Kovačice
Kolubarski okrug,Valjevo,Kozličić
Kolubarski okrug,Valjevo,Kotešica
Kolubarski okrug,Valjevo,Kunice
Kolubarski okrug,Valjevo,Lelić
Kolubarski okrug,Valjevo,Loznica
Kolubarski okrug,Valjevo,Lukavac
Kolubarski okrug,Valjevo,Majinović
Kolubarski okrug,Valjevo,Mijači
Kolubarski okrug,Valjevo,Miličinica
Kolubarski okrug,Valjevo,Mrčić
Kolubarski okrug,Valjevo,Oglađenovac
Kolubarski okrug,Valjevo,Osladić
Kolubarski okrug,Valjevo,Paklje
Kolubarski okrug,Valjevo,Paune
Kolubarski okrug,Valjevo,Petnica
Kolubarski okrug,Valjevo,Popučke
Kolubarski okrug,Valjevo,Prijezdić
Kolubarski okrug,Valjevo,Pričević
Kolubarski okrug,Valjevo,Rabas
Kolubarski okrug,Valjevo,Ravnje
Kolubarski okrug,Valjevo,Rađevo Selo
Kolubarski okrug,Valjevo,Rebelj
Kolubarski okrug,Valjevo,Rovni
Kolubarski okrug,Valjevo,Sandalj
Kolubarski okrug,Valjevo,Sedlari
Kolubarski okrug,Valjevo,Sitarice
Kolubarski okrug,Valjevo,Sovač
Kolubarski okrug,Valjevo,Stanina Reka
Kolubarski okrug,Valjevo,Stapar
Kolubarski okrug,Valjevo,Strmna Gora
Kolubarski okrug,Valjevo,Stubo
Kolubarski okrug,Valjevo,Suvodanje
Kolubarski okrug,Valjevo,Sušica
Kolubarski okrug,Valjevo,Taor
Kolubarski okrug,Valjevo,Tubravić
Kolubarski okrug,Valjevo,Tupanci
Kolubarski okrug, Lajkovac,Bajevac
Kolubarski okrug, Lajkovac,Bogovađa
Kolubarski okrug, Lajkovac,Vračević
Kolubarski okrug, Lajkovac,Donji Lajkovac
Kolubarski okrug, Lajkovac,Jabučje
Kolubarski okrug, Lajkovac,Lajkovac (varoš)
Kolubarski okrug, Lajkovac,Lajkovac (selo)
Kolubarski okrug, Lajkovac,Mali Borak
Kolubarski okrug, Lajkovac,Markova Crkva
Kolubarski okrug, Lajkovac,Nepričava
Kolubarski okrug, Lajkovac,Pepeljevac
Kolubarski okrug, Lajkovac,Pridvorica
Kolubarski okrug, Lajkovac,Ratkovac
Kolubarski okrug, Lajkovac,Rubribreza
Kolubarski okrug, Lajkovac,Skobalj
Kolubarski okrug, Lajkovac,Slovac
Kolubarski okrug, Lajkovac,Stepanje
Kolubarski okrug, Lajkovac,Strmovo
Kolubarski okrug, Lajkovac,Ćelije
Kolubarski okrug,Ljig,Ba
Kolubarski okrug,Ljig,Babajić
Kolubarski okrug,Ljig,Belanovica
Kolubarski okrug,Ljig,Bošnjanović
Kolubarski okrug,Ljig,Brančić
Kolubarski okrug,Ljig,Veliševac
Kolubarski okrug,Ljig,Gukoš
Kolubarski okrug,Ljig,Dići
Kolubarski okrug,Ljig,Donji Banjani
Kolubarski okrug,Ljig,Živkovci
Kolubarski okrug,Ljig,Ivanovci
Kolubarski okrug,Ljig,Jajčić
Kolubarski okrug,Ljig,Kadina Luka
Kolubarski okrug,Ljig,Kalanjevci
Kolubarski okrug,Ljig,Kozelj
Kolubarski okrug,Ljig,Lalinci
Kolubarski okrug,Ljig,Latković
Kolubarski okrug,Ljig,Liplje
Kolubarski okrug,Ljig,Ljig
Kolubarski okrug,Ljig,Milavac
Kolubarski okrug,Ljig,Moravci
Kolubarski okrug,Ljig,Paležnica
Kolubarski okrug,Ljig,Poljanice
Kolubarski okrug,Ljig,Slavkovica
Kolubarski okrug,Ljig,Cvetanovac
Kolubarski okrug,Ljig,Štavica
Kolubarski okrug,Ljig,Šutci
Kolubarski okrug, Mionica,Berkovac
Kolubarski okrug, Mionica,Brežđe
Kolubarski okrug, Mionica,Bukovac
Kolubarski okrug, Mionica,Velika Marišta
Kolubarski okrug, Mionica,Virovac
Kolubarski okrug, Mionica,Vrtiglav
Kolubarski okrug, Mionica,Golubac
Kolubarski okrug, Mionica,Gornji Lajkovac
Kolubarski okrug, Mionica,Gornji Mušić
Kolubarski okrug, Mionica,Gunjica
Kolubarski okrug, Mionica,Donji Mušić
Kolubarski okrug, Mionica,Dučić
Kolubarski okrug, Mionica,Đurđevac
Kolubarski okrug, Mionica,Klašnić
Kolubarski okrug, Mionica,Ključ
Kolubarski okrug, Mionica,Komanice
Kolubarski okrug, Mionica,Krčmar
Kolubarski okrug, Mionica,Maljević
Kolubarski okrug, Mionica,Mionica (varošica)
Kolubarski okrug, Mionica,Mionica (selo)
Kolubarski okrug, Mionica,Mratišić
Kolubarski okrug, Mionica,Nanomir
Kolubarski okrug, Mionica,Osečenica
Kolubarski okrug, Mionica,Paštrić
Kolubarski okrug, Mionica,Planinica
Kolubarski okrug, Mionica,Popadić
Kolubarski okrug, Mionica,Radobić
Kolubarski okrug, Mionica,Rajković
Kolubarski okrug, Mionica,Rakari
Kolubarski okrug, Mionica,Robaje
Kolubarski okrug, Mionica,Sanković
Kolubarski okrug, Mionica,Struganik
Kolubarski okrug, Mionica,Tabanović
Kolubarski okrug, Mionica,Todorin Do
Kolubarski okrug, Mionica,Tolić
Kolubarski okrug, Mionica,Šušeoka
Kolubarski okrug,Osečina,Bastav
Kolubarski okrug,Osečina,Belotić
Kolubarski okrug,Osečina,Bratačić
Kolubarski okrug,Osečina,Gornje Crniljevo
Kolubarski okrug,Osečina,Gunjaci
Kolubarski okrug,Osečina,Dragijevica
Kolubarski okrug,Osečina,Dragodol
Kolubarski okrug,Osečina,Komirić
Kolubarski okrug,Osečina,Konjic
Kolubarski okrug,Osečina,Konjuša
Kolubarski okrug,Osečina,Lopatanj
Kolubarski okrug,Osečina,Osečina (varošica)
Kolubarski okrug,Osečina,Osečina (selo)
Kolubarski okrug,Osečina,Ostružanj
Kolubarski okrug,Osečina,Pecka
Kolubarski okrug,Osečina,Plužac
Kolubarski okrug,Osečina,Sirdija
Kolubarski okrug,Osečina,Skadar
Kolubarski okrug,Osečina,Tuđin
Kolubarski okrug,Osečina,Carina
Kolubarski okrug,Ub,Banjani
Kolubarski okrug,Ub,Bogdanovica
Kolubarski okrug,Ub,Brgule
Kolubarski okrug,Ub,Brezovica
Kolubarski okrug,Ub,Vrelo
Kolubarski okrug,Ub,Vrhovine
Kolubarski okrug,Ub,Vukona
Kolubarski okrug,Ub,Gvozdenović
Kolubarski okrug,Ub,Gunjevac
Kolubarski okrug,Ub,Dokmir
Kolubarski okrug,Ub,Zvizdar
Kolubarski okrug,Ub,Joševa
Kolubarski okrug,Ub,Kalenić
Kolubarski okrug,Ub,Kalinovac
Kolubarski okrug,Ub,Kožuar
Kolubarski okrug,Ub,Kršna Glava
Kolubarski okrug,Ub,Liso Polje
Kolubarski okrug,Ub,Lončanik
Kolubarski okrug,Ub,Milorci
Kolubarski okrug,Ub,Murgaš
Kolubarski okrug,Ub,Novaci
Kolubarski okrug,Ub,Paljuvi
Kolubarski okrug,Ub,Pambukovica
Kolubarski okrug,Ub,Radljevo
Kolubarski okrug,Ub,Raduša
Kolubarski okrug,Ub,Ruklada
Kolubarski okrug,Ub,Slatina
Kolubarski okrug,Ub,Sovljak
Kolubarski okrug,Ub,Stublenica
Kolubarski okrug,Ub,Takovo
Kolubarski okrug,Ub,Tvrdojevac
Kolubarski okrug,Ub,Trlić
Kolubarski okrug,Ub,Trnjaci
Kolubarski okrug,Ub,Tulari
Kolubarski okrug,Ub,Ub
Kolubarski okrug,Ub,Crvena Jabuka
Kolubarski okrug,Ub,Čučuge
Kolubarski okrug,Ub,Šarbane
 Podunavski okrug,Velika Plana,Velika Plana
 Podunavski okrug,Velika Plana,Veliko Orašje
 Podunavski okrug,Velika Plana,Donja Livadica
 Podunavski okrug,Velika Plana,Krnjevo
 Podunavski okrug,Velika Plana,Kupusina
 Podunavski okrug,Velika Plana,Lozovik
 Podunavski okrug,Velika Plana,Markovac
 Podunavski okrug,Velika Plana,Miloševac
 Podunavski okrug,Velika Plana,Novo Selo
 Podunavski okrug,Velika Plana,Radovanje
 Podunavski okrug,Velika Plana,Rakinac
 Podunavski okrug,Velika Plana,Staro Selo
 Podunavski okrug,Velika Plana,Trnovče
 Podunavski okrug,Smederevo,Badljevica
 Podunavski okrug,Smederevo,Binovac
 Podunavski okrug,Smederevo,Vodanj
 Podunavski okrug,Smederevo,Vranovo
 Podunavski okrug,Smederevo,Vrbovac
 Podunavski okrug,Smederevo,Vučak
 Podunavski okrug,Smederevo,Dobri Do
 Podunavski okrug,Smederevo,Drugovac
 Podunavski okrug,Smederevo,Kolari
 Podunavski okrug,Smederevo,Landol
 Podunavski okrug,Smederevo,Lipe
 Podunavski okrug,Smederevo,Lugavčina
 Podunavski okrug,Smederevo,Lunjevac
 Podunavski okrug,Smederevo,Mala Krsna
 Podunavski okrug,Smederevo,Malo Orašje
 Podunavski okrug,Smederevo,Mihajlovac
 Podunavski okrug,Smederevo,Osipaonica
 Podunavski okrug,Smederevo,Petrijevo
 Podunavski okrug,Smederevo,Radinac
 Podunavski okrug,Smederevo,Ralja
 Podunavski okrug,Smederevo,Saraorci
 Podunavski okrug,Smederevo,Seone
 Podunavski okrug,Smederevo,Skobalj
 Podunavski okrug,Smederevo,Smederevo
 Podunavski okrug,Smederevo,Suvodol
 Podunavski okrug,Smederevo,Udovice
 Podunavski okrug,Smederevo,Šalinac
 Podunavski okrug,Smederevska Palanka,Azanja
 Podunavski okrug,Smederevska Palanka,Baničina
 Podunavski okrug,Smederevska Palanka,Bačinac
 Podunavski okrug,Smederevska Palanka,Bašin
 Podunavski okrug,Smederevska Palanka,Vlaški Do
 Podunavski okrug,Smederevska Palanka,Vodice
 Podunavski okrug,Smederevska Palanka,Glibovac
 Podunavski okrug,Smederevska Palanka,Golobok
 Podunavski okrug,Smederevska Palanka,Grčac
 Podunavski okrug,Smederevska Palanka,Kusadak
 Podunavski okrug,Smederevska Palanka,Mala Plana
 Podunavski okrug,Smederevska Palanka,Mramorac
 Podunavski okrug,Smederevska Palanka,Pridvorice
 Podunavski okrug,Smederevska Palanka,Ratari
 Podunavski okrug,Smederevska Palanka,Selevac
 Podunavski okrug,Smederevska Palanka,Smederevska Palanka
 Podunavski okrug,Smederevska Palanka,Stojačak
 Podunavski okrug,Smederevska Palanka,Cerovac
 Braničevski okrug,Veliko Gradište,Biskuplje
 Braničevski okrug,Veliko Gradište,Veliko Gradište
 Braničevski okrug,Veliko Gradište,Garevo
 Braničevski okrug,Veliko Gradište,Desine
 Braničevski okrug,Veliko Gradište,Doljašnica
 Braničevski okrug,Veliko Gradište,Đurakovo
 Braničevski okrug,Veliko Gradište,Zatonje
 Braničevski okrug,Veliko Gradište,Kamijevo
 Braničevski okrug,Veliko Gradište,Kisiljevo
 Braničevski okrug,Veliko Gradište,Kumane
 Braničevski okrug,Veliko Gradište,Kurjače
 Braničevski okrug,Veliko Gradište,Kusiće
 Braničevski okrug,Veliko Gradište,Ljubinje
 Braničevski okrug,Veliko Gradište,Majilovac
 Braničevski okrug,Veliko Gradište,Makce
 Braničevski okrug,Veliko Gradište,Ostrovo
 Braničevski okrug,Veliko Gradište,Pečanica
 Braničevski okrug,Veliko Gradište,Požeženo
 Braničevski okrug,Veliko Gradište,Popovac
 Braničevski okrug,Veliko Gradište,Ram
 Braničevski okrug,Veliko Gradište,Sirakovo
 Braničevski okrug,Veliko Gradište,Srednjevo
 Braničevski okrug,Veliko Gradište,Topolovnik
 Braničevski okrug,Veliko Gradište,Tribrode
 Braničevski okrug,Veliko Gradište,Carevac
 Braničevski okrug,Veliko Gradište,Češljeva Bara
 Braničevski okrug,Golubac,Barič
 Braničevski okrug,Golubac,Bikinje
 Braničevski okrug,Golubac,Braničevo
 Braničevski okrug,Golubac,Brnjica
 Braničevski okrug,Golubac,Vinci
 Braničevski okrug,Golubac,Vojilovo
 Braničevski okrug,Golubac,Golubac
 Braničevski okrug,Golubac,Dvorište
 Braničevski okrug,Golubac,Dobra
 Braničevski okrug,Golubac,Donja Kruševica
 Braničevski okrug,Golubac,Dušmanić
 Braničevski okrug,Golubac,Žitkovica
 Braničevski okrug,Golubac,Klenje
 Braničevski okrug,Golubac,Krivača
 Braničevski okrug,Golubac,Kudreš
 Braničevski okrug,Golubac,Maleševo
 Braničevski okrug,Golubac,Miljević
 Braničevski okrug,Golubac,Mrčkovac
 Braničevski okrug,Golubac,Ponikve
 Braničevski okrug,Golubac,Radoševac
 Braničevski okrug,Golubac,Sladinac
 Braničevski okrug,Golubac,Snegotin
 Braničevski okrug,Golubac,Usije
 Braničevski okrug,Golubac,Šuvajić
 Braničevski okrug,Žabari,Aleksandrovac
 Braničevski okrug,Žabari,Brzohode
 Braničevski okrug,Žabari,Viteževo
 Braničevski okrug,Žabari,Vlaški Do
 Braničevski okrug,Žabari,Žabari
 Braničevski okrug,Žabari,Kočetin
 Braničevski okrug,Žabari,Mirijevo
 Braničevski okrug,Žabari,Oreovica
 Braničevski okrug,Žabari,Polatna
 Braničevski okrug,Žabari,Porodin
 Braničevski okrug,Žabari,Svinjarevo
 Braničevski okrug,Žabari,Sibnica
 Braničevski okrug,Žabari,Simićevo
 Braničevski okrug,Žabari,Tićevac
 Braničevski okrug,Žabari,Četereže
 Braničevski okrug,Žagubica,Bliznak
